q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
5,4,2,2,1,2,2,2,2,2,2,2,2,4,4,4,5,5,1,1,1,2,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,8,5,1,7,6,1,5,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,5,1,5,1,1,5,1,1,1,2,2,5,5,5,5,4,0,2,2,4,2,2,2,1,4,8,,2,5,KANSAS CITY,2,1,2,6,7,4,1,1,3,11,1,2,3,2,1,22,employer,no,MO,Missouri,0.890625,0.15625,-0.45714285714285713,-0.8571428571428571,$$,red,Nicole,Bravo,a suburb of Kansas City,f
5,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,1,1,2,,0,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,8,1,1,1,1,1,1,,1,1,2,2,1,1,1,2,1,2,1,1,1,2,,2,2,2,2,2,2,2,1,2,2,5,3,4,4,2,1,3,1,1,1,2,1,4,4,5,5,4,4,1,3,6,2,2,2,3,5,1,,2,3,SHERMAN-ADA,4,2,1,6,3,3,5,3,1,11,1,2,3,3,2,49,medicaid,no,OK,Oklahoma,0.5079365079365079,0.5079365079365079,0.08571428571428572,0.03571428571428571,$,red,Carol,Fischer,"Sherman, Oklahoma",g
2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,,0,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,6,6,7,2,7,8,2,,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,4,2,4,2,4,3,2,3,2,2,2,4,4,3,5,4,2,2,2,1,4,2,2,2,4,5,2,,2,4,CORPUS CHRISTI,3,2,1,6,1,1,2,7,1,1,1,2,3,1,2,66,medicare,family_veteran,TX,Texas,0.421875,0.59375,-0.14285714285714285,0.39285714285714285,$,red,Elizabeth,Hawkins,"Corpus Christi, Texas",l
5,3,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,1,1,2,,4,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,8,8,6,8,8,1,5,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,3,1,1,1,3,1,1,1,1,1,3,5,5,5,4,0,2,2,6,1,1,2,4,4,2,10,2,5,ORLANDO-DAYTONA BCH-MELBRN,1,1,2,5,6,2,3,3,3,2,1,2,3,1,1,47,medicare,family_veteran,FL,Florida,0.71875,0.203125,-0.4857142857142857,-0.42857142857142855,$,purple,David,Benitez,"Orlando, Florida",C
1,3,2,1,2,2,2,2,2,2,2,2,2,4,4,3,4,3,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,7,7,1,7,6,1,5,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,5,5,5,2,3,2,5,4,1,1,1,1,2,3,4,4,4,1,2,2,5,2,2,2,2,5,3,,2,1,WEST PALM BEACH-FT. PIERCE,2,2,1,1,1,1,1,1,2,1,1,2,3,4,1,51,medicaid,no,FL,Florida,0.609375,0.453125,-0.08571428571428572,0,$,purple,Nicole,Woods,"West Palm Beach, Florida",e
1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,3,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,4,3,5,1,7,4,2,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,5,2,5,5,1,5,5,1,5,5,3,3,2,2,2,1,3,1,0,2,6,1,2,,2,3,5,10,14,1,1,ORLANDO-DAYTONA BCH-MELBRN,1,2,1,5,3,3,2,6,1,1,1,2,3,3,1,33,employer,veteran,FL,Florida,0.203125,0.671875,0.5428571428571428,0.42857142857142855,$$,purple,Elizabeth,Hinton,"Orlando, Florida",k
5,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,2,1,1,2,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,8,7,8,8,8,3,5,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,5,4,1,3,1,3,3,5,3,2,3,4,3,3,3,,4,1,2,6,1,2,,2,2,1,13,14,1,1,,3,1,2,5,5,3,3,4,3,2,1,2,3,4,1,44,employer,no,NJ,New Jersey,0.6875,0.296875,0.08571428571428572,-0.5357142857142857,$$$,blue,Lauren,Parra,a rural area of New Jersey,c
4,2,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,4,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,6,8,4,6,6,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,5,4,1,5,1,1,5,1,1,1,4,2,3,3,3,3,4,1,2,6,1,1,,2,1,5,9,18,2,1,SALT LAKE CITY,1,1,2,6,7,3,1,1,1,10,3,2,3,1,1,39,employer,no,UT,Utah,0.875,0.140625,-0.5428571428571428,-0.7857142857142857,$$,red,Donald,Pittman,"Salt Lake City, Utah",A
3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,0,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,7,3,6,2,6,5,2,5,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,3,3,2,3,3,4,4,3,2,1,2,3,3,2,4,3,3,2,0,2,1,1,1,,2,4,5,3,22,2,5,"\""TRI-CITIES",2,2,1,5,6,3,2,7,1,1,1,2,3,1,1,20,no,no,VA,Virginia,0.390625,0.5625,-0.11428571428571428,0.21428571428571427,$,purple,Steven,Ward,"Tri, Virginia",P
1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,6,4,5,1,6,5,2,5,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,1,1,5,1,5,5,1,5,4,3,1,1,1,2,2,2,1,0,2,2,7,2,1,2,3,5,11,7,1,1,YOUNGSTOWN,1,1,2,6,7,4,3,5,1,11,1,2,2,4,1,52,employer,no,OH,Ohio,0.203125,0.71875,0.5428571428571428,0.6428571428571429,$$,purple,Rose,Hail,"Youngstown, Ohio",s
4,3,2,1,2,2,2,2,2,2,2,2,2,4,4,3,2,2,1,1,1,2,5,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,2,6,2,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,5,5,1,5,1,2,5,1,1,1,3,2,2,3,4,3,4,0,2,4,4,2,1,2,3,3,9,22,1,5,LOS ANGELES,1,2,1,3,2,1,1,2,4,1,1,2,3,2,1,56,employer,no,CA,California,0.921875,0.1875,-0.6285714285714286,-0.6428571428571429,$$,blue,Christina,Lang,a suburb of Los Angeles,j
2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,7,8,4,1,7,4,2,5,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,5,4,3,1,5,5,1,3,2,2,2,1,3,3,4,4,2,1,1,5,1,2,,2,5,5,9,23,2,1,COLUMBIA-JEFFERSON CITY,2,1,2,3,5,2,2,7,1,2,1,2,3,3,1,28,employer,no,MO,Missouri,0.4375,0.46875,0.2,0.14285714285714285,$$,red,Sara,Cobb,"Columbia, Missouri",m
1,3,2,1,2,2,2,2,1,2,2,2,2,1,2,1,4,3,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,7,2,4,2,5,5,2,5,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,5,1,3,5,1,5,5,4,5,4,,3,3,4,3,3,4,1,1,2,5,1,1,,2,5,5,6,11,1,3,HARRISBURG-LNCSTR-LEB-YORK,1,2,2,2,2,1,4,5,1,2,1,2,3,3,1,35,employer,family_veteran,PA,Pennsylvania,0.234375,0.640625,0.34285714285714286,0.4642857142857143,$$,purple,James,Bradford,"Harrisburg, Pennsylvania",W
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,2,,0,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,6,8,8,8,6,8,2,,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,4,2,4,1,4,5,1,4,2,2,4,2,2,3,4,4,2,2,2,2,5,2,2,2,4,4,4,,2,1,CLEVELAND-AKRON (CANTON),2,1,2,5,3,2,3,4,1,2,1,2,3,2,2,66,medicare,family_veteran,OH,Ohio,0.265625,0.640625,0.4,0.35714285714285715,$,purple,Doris,House,a suburb of Cleveland,l
4,3,2,2,2,1,2,2,2,2,2,2,1,4,4,4,3,4,2,2,1,2,4,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,7,4,2,6,8,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,4,1,5,1,1,5,1,1,3,3,3,3,1,1,1,1,3,1,2,2,1,1,,2,4,5,6,13,2,6,LOS ANGELES,1,1,2,2,2,1,2,7,3,2,1,2,3,1,1,44,medicaid,family_veteran,CA,California,0.546875,0.40625,-0.05714285714285714,-0.21428571428571427,$$,blue,Johnny,Velasquez,Los Angeles,B
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,2,0,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,4,6,6,4,6,5,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,5,2,4,4,2,2,4,3,1,1,3,2,3,3,3,3,4,2,1,5,1,1,,2,3,5,3,16,2,5,TAMPA-ST. PETE (SARASOTA),1,1,2,6,7,4,3,3,1,10,1,2,3,2,1,49,employer,family_veteran,FL,Florida,0.828125,0.203125,-0.5714285714285714,-0.6428571428571429,$,purple,William,O'Connor,a suburb of Tampa,T
1,3,2,1,2,2,2,2,2,2,2,2,2,1,4,2,4,3,1,1,1,1,5,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,6,1,7,1,5,4,2,5,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,4,4,5,5,2,4,3,2,4,3,3,2,2,2,3,4,4,1,5,2,4,5,1,2,2,4,5,4,10,2,3,SACRAMNTO-STKTON-MODESTO,1,1,2,6,6,4,3,5,1,11,1,2,3,3,1,70,employer,veteran,CA,California,0.28125,0.828125,0.4,0.7142857142857143,$,blue,Christopher,Knapp,"Sacramnto, California",B
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,3,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,3,7,2,7,5,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,4,2,2,2,2,4,2,1,3,2,2,2,2,2,4,6,2,1,1,1,,2,3,1,3,16,2,1,ROCHESTR-MASON CITY-AUSTIN,3,1,2,5,6,3,3,3,4,3,1,2,3,1,1,61,employer,no,MN,Minnesota,0.703125,0.296875,-0.42857142857142855,-0.35714285714285715,$,blue,Gary,Lin,"Rochestr, Minnesota",O
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,5,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5,3,6,5,1,5,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,4,4,2,4,2,2,5,3,3,3,3,2,2,2,4,2,4,0,1,3,8,2,1,2,1,5,10,18,2,5,PHILADELPHIA,1,1,2,6,7,4,1,1,3,10,4,2,3,2,1,21,employer,no,PA,Pennsylvania,0.8125,0.1875,-0.4857142857142857,-0.9285714285714286,$$,purple,Betty,Vega,a suburb of Philadelphia,m
3,4,2,1,2,2,2,2,2,2,2,2,2,3,3,5,,,1,1,1,2,0,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,,7,8,8,6,3,5,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,5,3,3,3,2,3,5,3,2,1,3,2,1,2,3,5,3,2,1,3,1,1,,2,3,3,4,12,1,3,"\""WASHINGTON",2,1,1,5,1,4,3,4,2,1,1,2,3,1,1,49,no,no,DC,District of Columbia,0.703125,0.265625,-0.37142857142857144,-0.4642857142857143,$,blue,James,Martin,"Washington, DC",K
1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,7,7,6,1,5,6,2,5,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,5,4,2,5,2,4,5,4,4,3,3,1,3,3,2,2,3,1,3,2,5,7,2,2,2,5,3,14,,1,1,WICHITA FALLS & LAWTON,1,1,1,1,1,1,2,7,1,1,1,2,3,1,1,59,employer,family_veteran,TX,Texas,0.171875,0.78125,0.7142857142857143,0.6071428571428571,$$$,red,Jean,Bradford,"Wichita Falls, Texas",i
6,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,4,1,2,0,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,7,7,4,7,7,1,5,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,4,5,1,2,3,4,3,3,1,2,3,2,2,2,3,3,4,3,2,2,5,2,2,2,2,5,5,22,2,6,ATLANTA,2,1,2,5,3,2,3,3,1,11,1,2,3,2,1,71,medicare,family_veteran,GA,Georgia,0.734375,0.25,-0.5428571428571428,-0.4642857142857143,$$,red,Nicole,Saunders,a suburb of Atlanta,b
5,5,2,2,2,2,2,1,2,2,2,2,2,4,3,3,2,2,2,2,2,,0,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,7,8,8,7,6,7,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,5,2,3,1,1,2,4,1,1,1,2,2,3,3,4,3,4,3,2,1,5,2,2,2,6,5,2,10,2,3,PHILADELPHIA,4,2,1,7,2,2,1,2,1,11,1,2,3,1,1,68,medicaid,no,PA,Pennsylvania,0.546875,0.40625,-0.05714285714285714,0,$,purple,Alice,Morgan,"Philadelphia, Pennsylvania",q
5,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,1,1,3,4,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,7,5,7,7,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,5,1,1,5,3,1,1,3,1,4,4,4,3,4,0,1,4,8,1,1,2,1,5,4,22,1,6,"\""PORTLAND",1,2,2,2,6,3,3,3,1,10,1,2,1,1,1,27,school,no,OR,Oregon,0.9375,0.125,-0.6857142857142857,-0.7857142857142857,$,blue,Stephen,Donovan,"Portland, Oregon",N
1,3,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,5,6,6,1,6,6,2,5,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,4,2,3,2,5,3,2,4,3,2,1,1,3,2,3,2,2,1,2,5,1,1,,2,4,5,6,22,1,1,PHOENIX (PRESCOTT),1,1,2,5,6,2,2,7,1,1,1,2,2,2,1,65,employer,family_veteran,AZ,Arizona,0.34375,0.65625,0.2857142857142857,0.4642857142857143,$$,red,Thomas,Mullins,a suburb of Phoenix,Z
2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,5,4,6,2,6,4,2,5,2,1,1,2,2,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,5,2,4,2,4,4,2,4,3,2,3,3,4,3,3,3,2,1,2,2,1,2,,2,4,5,6,22,1,5,ST. LOUIS,1,1,2,6,7,3,2,7,1,2,1,2,2,1,1,35,employer,no,MO,Missouri,0.43333333333333335,0.55,-0.02857142857142857,0.14285714285714285,$$,red,Heather,Hawkins,"St Louis, Missouri",i
2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,5,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,5,1,5,4,2,5,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,5,2,4,3,1,5,5,5,3,3,3,2,1,1,1,5,5,1,0,2,5,1,2,,2,3,5,9,22,1,1,NEW YORK,1,1,2,5,3,1,2,7,1,2,1,2,3,3,1,32,employer,no,NY,New York,0.21875,0.640625,0.6,0.39285714285714285,$$,blue,Ruth,Trevino,"New York, New York",h
3,3,2,1,2,2,2,2,2,2,2,2,2,4,4,5,4,4,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,6,5,3,7,6,3,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,5,1,5,1,2,5,2,1,1,2,2,2,3,3,3,4,0,1,4,1,1,,2,2,4,5,16,2,5,MIAMI-FT. LAUDERDALE,1,1,2,6,7,4,1,1,1,9,3,2,3,2,1,51,employer,no,FL,Florida,0.875,0.140625,-0.6571428571428571,-0.8571428571428571,$$,purple,Albert,Blackburn,a suburb of Miami,E
1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,4,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,,,1,2,1,2,1,1,2,2,1,,,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,7,1,7,1,5,4,2,5,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4,2,2,5,1,5,5,2,3,3,3,1,3,2,1,4,3,1,2,2,3,5,2,2,2,4,4,10,10,1,1,,1,1,2,5,6,2,2,7,1,5,1,2,3,3,1,67,medicare,no,NJ,New Jersey,0.25,0.7333333333333333,0.42857142857142855,0.5,$$,blue,Jennifer,Finley,a town in New Jersey,e
4,2,1,1,2,1,2,2,2,2,2,2,2,4,3,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,7,1,1,7,1,4,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,5,3,2,3,1,2,2,3,2,2,1,1,3,4,3,3,4,1,1,3,4,2,1,2,5,5,3,22,2,1,FLINT-SAGINAW-BAY CITY,2,1,2,6,7,1,1,1,2,11,1,2,3,1,1,30,medicaid,no,MI,Michigan,0.5625,0.46875,0.05714285714285714,0,$,blue,Betty,Anderson,"Flint, Michigan",o
1,3,2,1,2,2,2,1,2,2,2,2,2,1,3,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,6,7,7,1,6,6,2,5,2,2,1,2,1,1,1,2,2,,1,1,1,2,1,2,2,2,2,1,2,2,2,2,5,2,1,4,1,5,5,3,4,3,2,2,2,3,3,4,3,1,0,2,3,5,2,1,2,4,3,8,19,1,5,OKLAHOMA CITY,1,1,2,4,2,2,2,7,1,2,2,2,3,2,1,62,medicare,family_veteran,OK,Oklahoma,0.2698412698412698,0.6349206349206349,0.2,0.6071428571428571,$$,red,Sandra,Nolan,a suburb of Oklahoma City,d
1,3,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,1,1,1,3,0,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,5,5,5,1,6,3,2,5,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,3,5,4,4,5,3,4,3,3,3,1,2,3,4,4,2,2,2,5,5,1,1,2,4,5,10,20,1,1,CEDAR RAPIDS-WTRLO-IWC&DUB,2,1,2,4,1,2,3,4,1,1,1,2,2,3,1,68,employer,no,IA,Iowa,0.34375,0.546875,0.2857142857142857,0.25,$$,purple,Charles,Small,"Cedar Rapids, Iowa",A
1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,4,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,5,4,2,5,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,4,1,2,5,3,4,3,3,2,2,2,2,2,2,1,2,2,6,2,2,,2,4,5,4,8,1,4,LUBBOCK,1,1,1,2,1,1,2,7,1,1,1,2,3,1,1,78,medicare,family_veteran,TX,Texas,0.25,0.671875,0.45714285714285713,0.6785714285714286,$,red,Ashley,Crane,"Lubbock, Texas",j
4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,5,6,7,5,7,7,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,5,5,3,1,3,5,1,1,1,1,1,1,3,3,4,4,1,2,2,2,6,2,2,2,1,3,2,,2,4,ATLANTA,1,3,1,2,1,1,1,1,3,2,1,2,3,4,1,69,medicare,no,GA,Georgia,0.46875,0.53125,0.17142857142857143,0.17857142857142858,$,red,Kelly,Hoover,"Atlanta, Georgia",e
3,5,2,2,2,2,2,2,2,2,2,2,2,4,4,3,1,2,1,1,1,2,5,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,7,2,7,5,1,5,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,5,5,1,4,2,1,5,3,3,1,2,1,3,3,4,5,4,2,1,6,2,2,,2,2,4,6,18,1,3,SEATTLE-TACOMA,1,1,2,6,7,4,1,1,1,10,1,2,1,2,1,50,employer,family_veteran,WA,Washington,0.84375,0.140625,-0.5428571428571428,-0.7857142857142857,$$,blue,Emma,Rogers,a suburb of Seattle,m
6,1,2,1,2,2,2,2,2,2,2,2,2,1,4,4,4,4,1,1,2,,4,1,1,2,2,2,2,1,2,1,1,1,1,,,1,1,1,1,1,1,2,1,1,,,1,1,2,1,1,1,2,2,2,2,2,2,,2,1,2,7,6,6,7,6,6,2,,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,5,1,4,1,1,4,2,5,2,4,2,2,5,3,3,4,1,1,2,3,7,2,2,2,5,5,3,,2,1,DENVER,1,2,1,2,2,1,2,7,1,1,1,2,3,2,2,33,medicaid,no,CO,Colorado,0.4915254237288136,0.4576271186440678,0,0.32142857142857145,$,purple,Margaret,Bowers,a suburb of Denver,s
